Tweet ID,Text,Final Decision,Assigned To,Label_Lior,Reasons_Lior,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אוריכהן,Reasons_אוריכהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_כיתה,Reasons_כיתה,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה,Eli
s9opdj4jp,"Either Yahya Silmi received this statement from idle, malicious opponents of the call of Imam Muqbil ibn Hadi Al-Wadii, which has filled the plains and mountains, or he heard something similar to what Abdullah Al-Bukhari statedthat Sheikh Muqbil repented from the methodology of khuruj in the sense of his words two months before his deathand due to his poor command of Arabic and ignorance, he assumed they were accusing Sheikh Muqbil of saying that Saudi Arabia is a kafir country. It is sufficient to show a persons misguidance that he be a liar in what he transmits or inarticulate in his speech, for the inarticulate cannot express what is in his heart nor clarify what he intends, thus falling into something worse than what he wishes to deny. His situation is like what some of the Salaf said about Umar ibn Ubayd: Your shortcoming came from your poor Arabic, when he said, It is incumbent upon Allah, may He be glorified and exalted, to fulfill the threat. So I advise Yahya Silmi to fear Allah, may He be glorified and exalted, and I advise him to be humble and to seek knowledge.

The second matter: His statement, He sat with its scholars and they convinced himwhat did they convince him of? The fact is that it was conveyed to him, may Allah have mercy on him, that there was some injustice in Saudi Arabia and such things, so he would condemn that specific injustice that was reported to him; otherwise, he remained upon the Salafi creed. Evidence for this is that Sheikh Ibn Baz, Sheikh Ibn Uthaymin, Sheikh Rabee, Sheikh An-Najmi, and Sheikh Al-Albaninone of them, not in a single letter, accused Sheikh Muqbil of holding the opinion of the Khawarij or the takfiris, despite their knowledge of what he said or uttered, whether in what he wrote in Gharat Al-Ashirat or what he wrote in Al-Makhraj min Al-Fitnah or what he stated in other books. Then he retracted, may Allah have mercy on him, before his death; he retracted from all statements he had made about Saudi Arabia in that tape entitled My Observations in the Kingdom of Saudi Arabia when he saw and heard the good in the country, as he explained the reason for his retraction.

The point of this introduction is: I declare this transmission and this statement from Yahya Silmi to be false. Sheikh Muqbil did not declare the Saudi government to be disbelievers nor did he say it is a kafir country. Scholars condemned Sayyid Qutb when he called it the Jahiliyyah of the twentieth century, and then Yahya Silmi comes and attributes such a statement to an imam of the Salafi call and a reviver of the Prophetic Sunnah, claiming that he used to say Saudi Arabia is a disbelieving country. So check your sources, O you who fabricates! 
{ } 
Cursed be the liars! 
Review the Arabic language and master it. If something is unclear to you, be humble and ask until you understand. But to become a fabricator who falsely attributes statementsand to whom?! To an imam known for the soundness of his creed and methodology! We did not accept from Abdullah Al-Bukhari nor from anyone else who claims that Sheikh Muqbil repented from khuruj. We say that Sheikh Muqbil never held the view of khuruj, nor do we accept that, neither at the beginning of his pursuit of knowledge nor at the end. Sheikh Muqbil was a Sunni Salafi from the time Allah, may He be glorified and exalted, enlightened him with the Book and the Sunnah. He denied this about himself, truthfully in what he said and conveyed, that he was never with Juhayman at any time, nor was he a supporter of him; rather, he condemned him, and so on. I refer to what I wrote in my book Awn Al-Bari fi Bayan Hizbiyyati Ibnay Mari wa Man Jara Majrahum wa Radd Takharusat Abdullah Al-Bukhari, and added to it is the refutation of the fabrications of Yahya Silmi Al-Saylani.

Source:",Salafi taklidi,הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,
noxz2uftr,"Was Ramadan a prison for you?

Mufti Salih al-Fawzan",Salafi taklidi,זיו חסון,,,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,
jhxv5v6i0,"Shaykh ammd Al-Anr (may Allh have mercy on him) said:

When I arrived at a place near Makkah, I met some Bedouins and asked their leader: What are the pillars of Islam?

He replied, Ash-Shfi, Ab anfah, Mlik  and I forgot the fourth one!

So I said to those around him, Remind him  mention the fourth.

They said, We have forgotten.

I then said to them, Amad (ibn anbal).

They all exclaimed together, Yes, thats the one!

He added:

This happened when we went out for dawah in the year 1375 AH.

[Collected in his biography]

Source:",Salafi taklidi,ענה-יה אך,,,,,,,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,
h48mfk969,"""""What to Do if Eid Coincides with Friday. 

Sheikh al-Allmah Muqbil ibn Hd al-Wdi.

#__ #Eid al-Fitr. 
""
--------------

!!!",Irrelevant,צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,
upnos3v74,"Eid Mubarak, May Allah accept from us and you!",Irrelevant,אילון כהן,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,,,,
t294arnyr,"Shaykh Slih as-Sind (may Allah preserve him) said:

""The Witr prayer tonight - on the night of 'id - is the first test after Ramadn""",Salafi taklidi,אריאל כהן,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,,,,
eyi30v28q,"Those who want Ramadan to end so they can

Shaykh Salih al-Fawzan",Salafi taklidi,בנימין ווליך,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,,
xbl8b9z49,"""""A Concise Summary on the Concurrence of Jumuah and Eid 

Sheikh Saleem Al-Hilli afidhahullh states:

All praise is due to Allh, Lord of the Worlds, and peace and blessings be upon the Master of the Messengers, Muammad, and upon his family, companions, and those who follow them with excellence until the Day of Judgment.

My dear brothers and sisters...There has been much discussion regarding this matter (i.e. Concurrence of Jumuah and Eid). Some have asked: Does one prayer suffice for the other, or is it obligatory for a Muslim to perform both the Eid and Jumuah prayers?

Many who have spoken on this issue have done so without the requisite qualification to understand the evidences transmitted from the Messenger of Allh . This is because they approach the matter based on a flawed methodology: they first adopt a belief, then seek out supporting evidence. This is a mistake! The correct methodology is to derive beliefs from evidence, not to impose ones beliefs or schools of thought upon the evidence.

Therefore, I shall briefly present the adths and reports attributed to the Messenger of Allh  and the noble Companionsmay Allh be pleased with themthen explain the positions of the recognised schools of Fiqh on this issue, relying upon Allh Almighty.

So I say, with Allhs guidance, that there are both prophetic traditions (marf) and reports from the companion (mawqf) on this matter.

The first is the adth of Zayd ibn Arqam (may Allh be pleased with him), in which Muwiyah ibn Ab Sufyn (may Allh be pleased with him) asked him: Did you witness the Messenger of Allh  having two Eids occur on the same day? He replied, Yes. He asked, What did he do? Zayd said, He performed the Eid prayer, then granted a concession regarding the Jumuah prayer, saying: Whoever wishes to pray, let him pray. This adth was narrated by Amad, Ab Dwd, An-Nas, Ibn Mjah, Ad-Drim, and Al-Hkim, and it is authentic.

The second adth is from Ab Hurayrah (may Allh be pleased with him), in which the Messenger of Allh  said: Two Eids have coincided on this day of yours. Whoever wishes, it will suffice him in place of Jumuah. But we will indeed perform the Jumuah. This adth was also narrated by Ab Dwd and Ibn Mjah, and it is authentic.

The third adth is from Ibn Umar (may Allh be pleased with him), who said: Two Eids coincided during the time of the Messenger of Allh . He led the people in prayer, then said: Whoever wishes to attend the Jumuah may do so, and whoever wishes to refrain may do so. This adth was narrated by Ibn Mjah. A-abarn also transmitted it with the wording: Two Eids coincided during the time of the Messenger of Allh  on the day of Eid Al-Fir and Friday. The Messenger of Allh  led them in the Eid prayer, then turned to face them and said: O people, you have achieved good and reward. Indeed, we are holding the Jumuah. Whoever wishes to join us may do so, and whoever wishes to return to his family may do so. This narration is also authentic.

The fourth adth is from Ibn Abbs (may Allh be pleased with them both), in which the Messenger of Allh  said: Two Eids have coincided on this day of yours. Whoever wishes, it will suffice him in place of Jumuah. But we are gathering, in-sh-Allh. This adth is also authentic and narrated by Ibn Mjah.

From the reports of the Companions: A ibn Ab Rab said: Ibn Az-Zubayr led us in the Eid prayer on a Friday early in the day. Then we proceeded to attend Jumuah, but he did not come out to us, so we prayed individually. Ibn Abbs was in A-if, and when he returned and we mentioned this to him, he said: He acted in accordance with the Sunnah. This was reported by Ab Dwd, and by Ibn Khuzaymah with a different wording and with an addition: Ibn Az-Zubayr said: I saw Umar ibn Al-Khab, when two Eids coincided, do the same.""
""
--------------

I would like to mention the post below by Shaykh Salim al-Hilali   is amazing as he mentions many evidences and keeps it concise. But people are lazy they would rather make jokes on social media about Jumuah and Eid being the same day rather than reading.

Here is also Sh Sulayman ar-Ruhayli   speaking about it",Salafi taklidi,הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,
4ipa5izco,"(56)
Fond Memories 

In Dammaj, there were two main masjids: the central masjid, where all the students gathered for Sheikh Yahyas daily lessons, and another masjid located in the mazraah (farmlands). 

During Ramadhan, these two masjids would engage in a friendly competition to see who could complete the most khatmahs.

One night, during class, a note was presented to Sheikh Yahya informing him that the brothers in the mazraah had completed Surah Al-Baqarah, Aal Imran, and An-Nisaa all in a single night. After praising them and invoking blessings upon their efforts, the sheikh went on to clarify that the Prophet     recited all three of these Surahs in just one rakah. 

Source:",Irrelevant,זיו חסון,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,
rzko4tryz,"Why do you expose your good deeds?

Sh. Salih as-Sindi",Salafi taklidi,ענה-יה אך,,,,,,,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,
ojv8zbw2x,"""""Tonight is the night most hoped to be Laylat al-Qadr.
Do not waste this night. Do not indulge in arm.
Stand before Allah in your alh and prolong your standing before Him. Increase in dhikr, alh, du, and the recitation of the Qurn.
Make du and pour your heart out to Allah. Do not hesitate for even a second.
May Allah grant us and you success.""
""
--------------

Ramadhan 1447 (Day 27) 
The Night Most Hoped to Be Laylat Al-Qadr 

This is the view held by the majority of scholars, and it is considered the strongest and most well-known opinion. The evidence includes the following hadiths:

1 The Prophet  said:
((      ))
If someone is searching for it, let him look for it on the twenty-seventh night. [Sahih al-Jami, no. 2920] 

2 Ibn Abbas (may Allah be pleased with them) reported that a man came to the Prophet  and said: O Messenger of Allah, I am an old and weak man, and standing in prayer at night is difficult for me. Tell me a night in which Allah may allow me to reach Laylat Al-Qadr. The Prophet  said:
(( ))
Focus on the seventh night (meaning the 27th). [Authenticated by Ibn Rajab in Lataif Al-Maarif and by Al-Arnaut in his checking of Musnad Ahmad] 

3 Muawiyah (may Allah be pleased with him) reported that the Messenger of Allah  said:
((    ))
Laylat Al-Qadr is the twenty-seventh night. [Sahih Abi Dawud, no. 1386] 

4 Ubayy ibn Kab (may Allah be pleased with him) was certainhe even sworethat it was the 27th night. When he was asked how he knew this, he said: By the sign the Messenger of Allah  told us: the sun rises the next morning without strong rays. [Reported by Muslim, no. 762] 

5 The Prophet  led the companions in night prayer during some nights until one-third of the night had passed, and on some nights until half the night. But on the 27th night, he led them in prayer until morning. [Authenticated by al-Albani in As-Silsilah 7/101] 

6 On the 27th night, the Prophet  gathered his family and wives (unlike the 23rd and 25th nights) and prayed with them until they feared they might miss the pre-dawn meal (suhoor).
[Sahih Ibn Majah, no. 1100] 

 The 27th night begins at sunset of the 26th day of Ramadan.

We ask Allah to allow us and all Muslims to reach it and to be among those who stand in prayer during it with faith and sincere hope for reward.

Source: 

#_
#Ramadan@masjidsahabah",Irrelevant,צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,
oeo8px407,"Advice for the Tullab al-ilm

Sh. Salih as-Sindi",Salafi taklidi,אילון כהן,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,,,,,,
4tboqb20g,"The Trials Faced by Imam Ahmad   

Shaykh Aziz Farhan",Salafi taklidi,אריאל כהן,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,,,,
rio7fkh95,"Statement of Salman al-Farisi    

Imam al-Albani",Irrelevant,בנימין ווליך,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,
77bzd0ggo,"25 Days gone, but theres still chance!

Sh. Sulayman ar-Ruhayli",Salafi taklidi,הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,
tiwqk3lwx,"""Alhamdulillah can understand now (not entirely though)",Irrelevant,זיו חסון,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,
j1trqb5ce,"Advice from Shaykh Abu Dujanah   (senior student of Imam Muqbil):

The Reprehensible Acts of Eid!
There are many violations during Eid that many people fall into. We will mention some of them so that we can be wary of them and avoid falling into them. These include:
1. Adorning oneself by shaving the beard: Know, my brother, that shaving the beard is forbidden (Haram) and a sin. The evidence for this is the hadith of Ibn Umar, may Allah be pleased with them both, who said: The Messenger of Allah, peace and blessings be upon him, said: (Trim the mustaches and let the beards grow.)  Narrated by Al-Bukhari (5393).
And from Abu Hurairah, may Allah be pleased with him, who said: The Messenger of Allah, peace and blessings be upon him, said: (Trim the mustaches, and let the beards grow long; differ from the Magians.)  Narrated by Muslim (260).
Sheikh Ibn Baz, may Allah have mercy on him, said:
> (And this wording in the mentioned hadiths necessitates the obligation of growing and lengthening the beards, and the prohibition of shaving and cutting them, because the default principle regarding commands is obligation, and the default principle regarding prohibitions is prohibition, unless there is evidence indicating otherwise, and this is what is relied upon by the people of knowledge.)  Majmoo Al-Fatawa (3/372).
> 
2. Dyeing the hair black: Know, my brother, that it is not permissible to dye the hair black, and a severe threat has been reported for those who do so. From Ibn Abbas, may Allah be pleased with them both, who said: The Messenger of Allah, peace and blessings be upon him, said: (There will be a people at the end of time who will dye their hair black like the crops of pigeons; they will not smell the fragrance of Paradise.)  Narrated by Ahmad (2470), and Abu Dawud (4212).
> (So this hadith is explicit regarding the prohibition of dyeing with black.)  Tuhfat Al-Ahwadhi (5/359).
> 
Sheikh Ibn Uthaymeen, may Allah have mercy on him, said:
> (And this hadith necessitates the prohibition of dyeing gray hair black, and that it is from the major sins.)  Majmoo Fatawa wa Rasa'il (11/123).
> 
3. Isbal (Lengthening the garment below the ankles): Isbal of the lower garment is one of the major sins because a severe threat is attached to it, and the one who practices Isbal has fallen into two prohibitions:
 * The First: He has exposed himself to punishment. From Abu Hurairah, may Allah be pleased with him, from the Prophet, peace and blessings be upon him, who said: (Whatever of the lower garment is below the ankles is in the Fire.)  Narrated by Al-Bukhari (5787).
 * The Second: He has exposed his garment to dirt and filth. A young man wearing a long garment entered upon Umar bin Al-Khattab, may Allah be pleased with him, and he said to him: (O son of my brother, raise your garment, for it is cleaner for your garment, and more pious toward your Lord.)  Narrated by Al-Bukhari in the story of the assassination of Umar (3700).
The Sunnah is for the lower garment and clothing of the Muslim to be at mid-calf. From Al-Alaa bin Abdul Rahman, from his father, that he said: I asked Abu Sa'eed Al-Khudri about the lower garment, and he said: I will inform you with knowledge; I heard the Messenger of Allah, peace and blessings be upon him, say: (The lower garment of the believer is to the middle of his calves. There is no sin on him for what is between that and the ankles. Whatever is lower than that is in the Fire, whatever is lower than that is in the Fire. Allah will not look on the Day of Resurrection at the one who drags his lower garment out of arrogance.)  Narrated by Malik in Al-Muwatta (2/914).
So the Muslim must beware of Isbal.",Irrelevant,ענה-יה אך,,,,,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,
bagkg93zo,"4. Shaking hands with non-Mahram (unrelated) women: This is an affliction that has become widespread, and no one has escaped it except those whom Allah has shown mercy. It is prohibited due to what was narrated by Abdullah bin Al-Shikhkhir who said: I heard Ma'qil bin Yasar say: The Messenger of Allah, peace and blessings be upon him, said: (For one of you to be stabbed in the head with an iron needle is better for him than to touch a woman who is not permissible for him.)  Narrated by Al-Tabarani in Al-Mu'jam Al-Kabeer (486).
Sheikh Al-Albani, may Allah have mercy on him, said:
> (And in the hadith, there is a severe threat for the one who touches a woman who is not permissible for him; thus, it contains evidence for the prohibition of shaking hands with women, because that is undoubtedly included in touching.)  As-Silsilah As-Saheehah (1/448).
> 
> (So this hadith indicates explicitly the prohibition of touching a non-Mahram woman, and from this is: shaking hands; as the Lawgiver has attached a severe threat to touching a woman who is not permissible for him, which is: being stabbed with an iron needle. Attaching a severe threat to an action indicates its prohibition.)  Al-Musarahah fi Ahkam Al-Musafahah (p.62).
> 
5. Free mixing of men and women: This often occurs in parks and recreational areas, and there is much evidence regarding the prohibition of the free mixing of men and women, so the Muslim must be wary of that. From Abu Usaid Malik bin Rabi'ah, may Allah be pleased with him, that he heard the Messenger of Allah, peace and blessings be upon him, saywhile he was coming out of the mosque, and men and women had mixed in the street: (Draw back, for you must not walk in the middle of the street; keep to the sides of the street. So women used to cling to the wall so much that their garments would catch on the wall due to their clinging to it.)  Narrated by Abu Dawud (5272).
Sheikh Muhammad bin Ibrahim, the former Grand Mufti of the Saudi Lands, said:
> (And the point of evidence is: that if the Messenger of Allahpeace and blessings be upon him and his familyprevented mixing in the street because it leads to temptation, then how can it be said that mixing is permissible elsewhere?!)  Majmoo Fatawa wa Rasa'il (10/42).
> 
Ali bin Abi Talib, may Allah be pleased with him, said: (Do you not feel ashamed or have jealousy? For it has reached me that your women go out into the markets, crowding the 'Ulooj (1).)  Narrated by Ahmad (1118).
(1) Al-'Ulooj: Plural of 'Ilj, which refers to a disbelieving man of non-Arab descent.
Sheikh Al-Islam Ibn Taymiyyah, may Allah have mercy on him, said:
> (And it was from the Sunnah of the Prophetpeace and blessings be upon him and his familyand the Sunnah of his successors to separate men and women... because the mixing of one group with the other is a cause for temptation; for when men mix with women, it is like mixing fire and wood.)  Al-Istiqamah (1/360).
> 
6. Women leaving their homes perfumed and scented: This action is not permissible; rather, it has come in the hadith that whoever does this is a fornicator. From Abu Musa Al-Ash'ari who said: The Messenger of Allah - peace and blessings be upon him - said: (Any woman who puts on perfume and passes by a people so they can smell her fragrance, is a fornicator.)  Narrated by An-Nasa'i (9361), and Ibn Khuzaymah (1681), and Al-Albani said: Its chain of narration is Hasan (good).
Sheikh Al-Albani, may Allah have mercy on him, said:
> (Al-Haytami mentioned in 'Az-Zawajir' 2/37 that a woman leaving her home perfumed and adorned is among the major sins, even if her husband permitted her.)  Jilbab Al-Mar'ah Al-Muslimah (p.139).
>",Salafi taklidi,צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,
z1xrsqn5q,"7. Buying and selling firecrackers: Sheikh Ibn Uthaymeen, may Allah have mercy on him, said:
> (What I see is that buying and selling them is Haram (prohibited), and that is for two reasons. The first reason: it is a waste of money, and wasting money is prohibited due to the Prophet's, peace and blessings be upon him, forbidding of that. The second: it causes harm to people with its disturbing noises, and it may cause fires if it falls on something flammable while it is alive [lit] and not extinguished.)  Majmoo Al-Fatawa (3/3).
> 
8. Al-Qaza': Which is shaving part of the head and leaving part of it: From Ibn Umar, may Allah be pleased with them both: (That the Messenger of Allah, peace and blessings be upon him, forbade Al-Qaza'.)  Narrated by Al-Bukhari (5921), and Muslim (2120).
And from him, may Allah be pleased with him, he said: (The Messenger of Allah, peace and blessings be upon him, saw a boy who had part of his hair shaved and part of it left, so he forbade them from that and said: 'Shave it all, or leave it all.')  Narrated by Abu Dawud (4195).
It is said in Al-Qamoos:
> (Al-Qaza' is to shave the head of a boy and leave separate spots un-shaved, resembling the Qaza' (scattered patches) of clouds, and similarly in An-Nihayah.)  Ghidha' Al-Albab (1/429).
> 
Sheikh Abdul Mohsen Al-Abbad, may Allah preserve him, said in his explanation of Sunan Abi Dawud:
> (And included in Al-Qaza' is what some youth do in barbershops by shaving the hair at the nape of the neck seeking adornment; because shaving part of the head and leaving part of it leads to the same result, whether it is intended for adornment or not intended for adornment, except if the shaving is for medical treatment or for Hijamah (cupping), then there is no harm in this.)
> 
9. Girls wearing short clothing:
Sheikh Ibn Uthaymeen, may Allah have mercy on him, said:
> (I see that a person should not dress his daughter in this short clothing while she is young, because if she gets used to it, she will remain upon it and its matter will become trivial to her. As for if she is accustomed to modesty from her youth, she will remain in that state in her adulthood. And what I advise our Muslim sisters is to abandon the clothing of the people abroad from the enemies of the religion, and to accustom their daughters to covering clothing, and to modesty, for modesty is from faith.)  Majmoo Fatawa wa Rasa'il (12/274).
> 
10. Not listening to the Eid sermon: Some people, after praying the Eid prayer, leave and do not listen to the sermon, and this is a mistake. Imam Malik was asked about a man who prays with the Imam on the day of Al-Fitr, is it permissible for him to leave before hearing the sermon? He said: (He should not leave until the Imam leaves.)  Ahkam Al-'Idayn by Al-Faryabi (144).
 There are many violations that occur during Eid; we have mentioned some of them. I ask Allah to benefit me and you through them, and Allah knows best.",Salafi taklidi,אילון כהן,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,,,,,,
m8t95xqx3,"A Concise Summary on the Concurrence of Jumuah and Eid 

Sheikh Saleem Al-Hilli afidhahullh states:

All praise is due to Allh, Lord of the Worlds, and peace and blessings be upon the Master of the Messengers, Muammad, and upon his family, companions, and those who follow them with excellence until the Day of Judgment.

My dear brothers and sisters...There has been much discussion regarding this matter (i.e. Concurrence of Jumuah and Eid). Some have asked: Does one prayer suffice for the other, or is it obligatory for a Muslim to perform both the Eid and Jumuah prayers?

Many who have spoken on this issue have done so without the requisite qualification to understand the evidences transmitted from the Messenger of Allh . This is because they approach the matter based on a flawed methodology: they first adopt a belief, then seek out supporting evidence. This is a mistake! The correct methodology is to derive beliefs from evidence, not to impose ones beliefs or schools of thought upon the evidence.

Therefore, I shall briefly present the adths and reports attributed to the Messenger of Allh  and the noble Companionsmay Allh be pleased with themthen explain the positions of the recognised schools of Fiqh on this issue, relying upon Allh Almighty.

So I say, with Allhs guidance, that there are both prophetic traditions (marf) and reports from the companion (mawqf) on this matter.

The first is the adth of Zayd ibn Arqam (may Allh be pleased with him), in which Muwiyah ibn Ab Sufyn (may Allh be pleased with him) asked him: Did you witness the Messenger of Allh  having two Eids occur on the same day? He replied, Yes. He asked, What did he do? Zayd said, He performed the Eid prayer, then granted a concession regarding the Jumuah prayer, saying: Whoever wishes to pray, let him pray. This adth was narrated by Amad, Ab Dwd, An-Nas, Ibn Mjah, Ad-Drim, and Al-Hkim, and it is authentic.

The second adth is from Ab Hurayrah (may Allh be pleased with him), in which the Messenger of Allh  said: Two Eids have coincided on this day of yours. Whoever wishes, it will suffice him in place of Jumuah. But we will indeed perform the Jumuah. This adth was also narrated by Ab Dwd and Ibn Mjah, and it is authentic.

The third adth is from Ibn Umar (may Allh be pleased with him), who said: Two Eids coincided during the time of the Messenger of Allh . He led the people in prayer, then said: Whoever wishes to attend the Jumuah may do so, and whoever wishes to refrain may do so. This adth was narrated by Ibn Mjah. A-abarn also transmitted it with the wording: Two Eids coincided during the time of the Messenger of Allh  on the day of Eid Al-Fir and Friday. The Messenger of Allh  led them in the Eid prayer, then turned to face them and said: O people, you have achieved good and reward. Indeed, we are holding the Jumuah. Whoever wishes to join us may do so, and whoever wishes to return to his family may do so. This narration is also authentic.

The fourth adth is from Ibn Abbs (may Allh be pleased with them both), in which the Messenger of Allh  said: Two Eids have coincided on this day of yours. Whoever wishes, it will suffice him in place of Jumuah. But we are gathering, in-sh-Allh. This adth is also authentic and narrated by Ibn Mjah.

From the reports of the Companions: A ibn Ab Rab said: Ibn Az-Zubayr led us in the Eid prayer on a Friday early in the day. Then we proceeded to attend Jumuah, but he did not come out to us, so we prayed individually. Ibn Abbs was in A-if, and when he returned and we mentioned this to him, he said: He acted in accordance with the Sunnah. This was reported by Ab Dwd, and by Ibn Khuzaymah with a different wording and with an addition: Ibn Az-Zubayr said: I saw Umar ibn Al-Khab, when two Eids coincided, do the same.",Salafi taklidi,אריאל כהן,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,,,,
uuv06rm6n,"In a Al-Bukhr, from Ab Ubayd, the freed slave of Ibn Azhar, who said: I witnessed the two Eids with Uthmn ibn Affn on a Friday. He performed the prayer before delivering the sermon, then said: O people, today two Eids have coincided for you. Whoever among the residents of the outskirts (Al-awl) wishes to wait for the Jumu'ah, let him do so; whoever wishes to return home, I give him permission.

Based on these authentic prophetic traditions and reliable reports from the pious predecessors, the majority of scholars have concluded the following:

First: Whoever attends the Eid prayer is granted a concession from attending the Jumu'ah prayer. He may instead pray the Dhuhr prayer at its time. However, if he chooses to attend the Jumuah prayer with the congregation, that is more virtuous and better.

Second: Whoever did not attend the Eid prayer is not included in the concession. Therefore, the obligation of Jumuah remains upon him, and he must go to the masjid for the Jumuah prayer. If the minimum number required to establish Jumu'ah is not found, he performs Dhuhr instead.

Third: The Imm of the masjid is obliged to hold the Jumuah prayer that day, so that those who wish to attend it or those who did not attend the Eid prayer may do so. This is the explicit statement of the Prophet : Indeed, we are going to establish Jumuah prayer.

Fourth: Whoever attended the Eid prayer and avails himself of the concession not to attend Jumuah must pray Dhuhr. The Dhuhr prayer does not fall away under any circumstance, because what is lifted is the obligation of Jumuahnot of Dhuhr. Those upon whom Jumuah is not obligatorysuch as the sick, the traveller, women, and childrenare unanimously required by the scholars to perform Dhuhr.

Fifth: The opinion that whoever attends the Eid prayer is exempt from both the Jumuah and the Dhuhr prayers for that day is a weak opinion, though attributed to some Companions such as Ibn Az-Zubayr and Ibn Abbs (may Allh be pleased with them). This conclusion may be explained in several ways:

First, perhaps those who held this view were unaware of the adths that explicitly grant a concession from attending Jumuah, but affirm the obligation of Dhuhr for those who do not attend Jumuah.

Second, Ibn Az-Zubayr may have combined the Eid and Jumuah prayers at the time of the early Jumuah (before the sun reached its zenith). This is supported by a narration from Jbir ibn Abdullh (may Allh be pleased with him): We used to perform the prayer with the Messenger of Allh , then return and let our camels rest. This was reported by Muslim. Also, Sahl (may Allh be pleased with him) said: We would neither nap nor eat lunch until after Jumuah. This is the position of Imm Amad and Isq ibn Rhawayh (may Allh have mercy on them).

Additional evidence indicating that Ibn Az-Zubayr did this includes narrations such as: A ibn Ab Rab said: Ibn Az-Zubayr led us in the Eid prayer on a Friday early in the morning. We then went for Jumuah, but he did not come out to us, so we prayed individually. Ibn Abbs was in A-if, and when he returned and we told him, he said: He followed the Sunnah. In another narration: A Friday and Eid coincided under Ibn Az-Zubayr, who said: Two Eids have come together in one day. So he combined them into one, prayed two rakahs early in the morning, and did not add anything until he prayed Ar.

This is a clear and explicit text that he included the Jumuah within the Eid prayer. And whoever performs the Jumuah does not then perform Dhuhr. Therefore, when this was reported to Ibn Abbs, he said: He acted upon the Sunnah.

This, dear brothers and sisters, is a concise yet beneficial explanation regarding the concurrence of Jumuah and Eid. I ask Allh, the Exalted, to have guided me to speak in accordance with the Sunnah and to have brought clarity on this issue to the general Muslim public...",Irrelevant,בנימין ווליך,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,
v5em46i7r,"Saudis bomb Yemen for 8 years and then tell everyone ""attacking neighbors is against Islamic teachings.""",Irrelevant,הילי חכמי,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,
hfim5ktyh,"""Isn't this the best Eid or what 

Direct hit from Iranian missile in  Dimona",Irrelevant,זיו חסון,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,
evcdk8n0a,"""BREAKING: Iranian ballistic missile hits Dimona, Israel.

At least 30 Israeli settlers were injured.",Irrelevant,ענה-יה אך,,,,,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,
up668swel,"""It appears Iran has just directly struck Dimona. 

The place Israel famously didnt develop nuclear weapons.",Irrelevant,צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,
89fo78lv4,"""Eid Mubarak to everyone far and wide
May Allah accept all your good deeds and works this Ramadan - continuing them for the year to come
And we pray and strive to end the occupation and establish unity and rule by Islam 
For justice
For peace
Ameen",Irrelevant,אילון כהן,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,,,,
